Experimento,phi_s0,Pendiente,s_hat,prof_mm,z_tilde,eta,theta_deg,phi_s,Pe,Pe_std,n_muestras
Exp_phis50_i3cm,0.5000,i3cm,0.1250,20.2500,0.5248,0.5248,1.6176,0.9996,32.7618,2.1398,1648
Exp_phis50_i3cm,0.5000,i3cm,0.1250,20.7500,0.5131,0.5131,1.6176,0.9990,32.1387,6.8460,1649
Exp_phis50_i3cm,0.5000,i3cm,0.1250,21.2500,0.5014,0.5014,1.6176,0.9990,31.3917,6.7466,1649
Exp_phis50_i3cm,0.5000,i3cm,0.1250,21.7500,0.4896,0.4896,1.6176,0.9990,30.6635,6.4986,1649
Exp_phis50_i3cm,0.5000,i3cm,0.1250,22.2500,0.4779,0.4779,1.6176,0.9990,29.9815,6.3892,1649
Exp_phis50_i3cm,0.5000,i3cm,0.1250,22.7500,0.4662,0.4662,1.6176,0.9990,29.3302,6.3126,1649
Exp_phis50_i3cm,0.5000,i3cm,0.1250,23.2500,0.4544,0.4544,1.6176,0.9990,28.6989,6.1521,1649
Exp_phis50_i3cm,0.5000,i3cm,0.1250,23.7500,0.4427,0.4427,1.6176,0.9988,28.1335,6.0229,1649
Exp_phis50_i3cm,0.5000,i3cm,0.1250,24.2500,0.4310,0.4310,1.6176,0.9835,29.6152,9.5644,1649
Exp_phis50_i3cm,0.5000,i3cm,0.1250,24.7500,0.4192,0.4192,1.6176,0.9684,31.0081,13.5045,1649
Exp_phis50_i3cm,0.5000,i3cm,0.1250,25.2500,0.4075,0.4075,1.6176,0.9595,31.6177,13.7009,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,25.7500,0.3958,0.3958,1.6176,0.9540,31.7055,13.7225,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,26.2500,0.3840,0.3840,1.6176,0.9669,29.4979,12.6422,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,26.7500,0.3723,0.3723,1.6176,0.9770,27.7089,11.0924,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,27.2500,0.3606,0.3606,1.6176,0.9803,26.8072,10.1226,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,27.7500,0.3488,0.3488,1.6176,0.9888,25.3236,8.1896,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,28.2500,0.3371,0.3371,1.6176,0.9942,24.2402,6.6781,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,28.7500,0.3254,0.3254,1.6176,0.9953,23.6939,6.0514,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,29.2500,0.3136,0.3136,1.6176,0.9952,23.3001,5.9823,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,29.7500,0.3019,0.3019,1.6176,0.9980,22.6028,5.4227,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,30.2500,0.2902,0.2902,1.6176,0.9988,22.1457,5.0552,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,30.7500,0.2784,0.2784,1.6176,0.9972,21.9559,5.0951,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,31.2500,0.2667,0.2667,1.6176,0.9892,22.4374,5.6241,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,31.7500,0.2550,0.2550,1.6176,0.9939,21.5955,4.5389,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,32.2500,0.2432,0.2432,1.6176,0.9731,23.2676,7.0278,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,32.7500,0.2315,0.2315,1.6176,0.9760,22.6395,6.3509,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,33.2500,0.2198,0.2198,1.6176,0.9808,21.8404,5.5144,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,33.7500,0.2080,0.2080,1.6176,0.9907,20.6004,4.3948,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,34.2500,0.1963,0.1963,1.6176,0.9982,19.6032,3.9031,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,34.7500,0.1846,0.1846,1.6176,0.9841,20.6007,4.8327,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,35.2500,0.1728,0.1728,1.6176,0.9654,21.9791,7.1278,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,35.7500,0.1611,0.1611,1.6176,0.9711,21.1606,6.1786,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,36.2500,0.1494,0.1494,1.6176,0.9822,19.9126,5.2538,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,36.7500,0.1376,0.1376,1.6176,0.9926,18.7504,4.4632,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,37.2500,0.1259,0.1259,1.6176,0.9940,18.3745,4.1785,1650
Exp_phis50_i3cm,0.5000,i3cm,0.1250,37.7500,0.1142,0.1142,1.6176,0.9959,18.0841,7.3548,1652
Exp_phis50_i3cm,0.5000,i3cm,0.1250,38.2500,0.1024,0.1024,1.6176,0.9963,17.8193,6.9814,1652
Exp_phis50_i3cm,0.5000,i3cm,0.1250,38.7500,0.0907,0.0907,1.6176,0.9947,17.7238,7.0195,1652
Exp_phis50_i3cm,0.5000,i3cm,0.1250,39.2500,0.0790,0.0790,1.6176,0.9889,17.9743,7.2787,1652
Exp_phis50_i3cm,0.5000,i3cm,0.1250,39.7500,0.0672,0.0672,1.6176,0.9612,19.9953,9.2553,1652
Exp_phis50_i3cm,0.5000,i3cm,0.1250,40.2500,0.0555,0.0555,1.6176,0.9274,22.5035,10.5415,1652
Exp_phis50_i3cm,0.5000,i3cm,0.1250,40.7500,0.0438,0.0438,1.6176,0.9168,23.1571,11.5670,1653
Exp_phis50_i3cm,0.5000,i3cm,0.1250,41.2500,0.0320,0.0320,1.6176,0.9499,20.2635,9.6549,1649
Exp_phis50_i3cm,0.5000,i3cm,0.1250,41.7500,0.0203,0.0203,1.6176,0.9276,21.7548,10.4387,1649
Exp_phis50_i3cm,0.5000,i3cm,0.1250,42.2500,0.0086,0.0086,1.6176,0.8778,25.3555,12.9622,1647
Exp_phis50_i3cm,0.5000,i3cm,0.1750,0.2500,0.9941,0.9941,3.1448,0.0123,5850.8736,286.5023,1832
Exp_phis50_i3cm,0.5000,i3cm,0.1750,0.7500,0.9824,0.9824,3.1448,0.0204,3322.3237,246.8058,1831
Exp_phis50_i3cm,0.5000,i3cm,0.1750,1.2500,0.9707,0.9707,3.1448,0.0742,2232.2091,290.6082,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,1.7500,0.9589,0.9589,3.1448,0.0825,1697.1967,286.0484,1825
Exp_phis50_i3cm,0.5000,i3cm,0.1750,2.2500,0.9472,0.9472,3.1448,0.1043,1353.4790,230.0780,1825
Exp_phis50_i3cm,0.5000,i3cm,0.1750,2.7500,0.9355,0.9355,3.1448,0.0907,1151.5963,190.5806,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,3.2500,0.9237,0.9237,3.1448,0.1073,980.9752,162.7745,1828
Exp_phis50_i3cm,0.5000,i3cm,0.1750,3.7500,0.9120,0.9120,3.1448,0.1046,864.2992,125.2918,1825
Exp_phis50_i3cm,0.5000,i3cm,0.1750,4.2500,0.9003,0.9003,3.1448,0.0661,797.3636,61.7383,1825
Exp_phis50_i3cm,0.5000,i3cm,0.1750,4.7500,0.8885,0.8885,3.1448,0.0366,737.4450,61.8638,1825
Exp_phis50_i3cm,0.5000,i3cm,0.1750,5.2500,0.8768,0.8768,3.1448,0.0313,675.4428,42.1702,1787
Exp_phis50_i3cm,0.5000,i3cm,0.1750,5.7500,0.8651,0.8651,3.1448,0.0200,626.4080,26.7443,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,6.2500,0.8533,0.8533,3.1448,0.0064,585.6391,14.7439,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,6.7500,0.8416,0.8416,3.1448,0.0192,539.2902,23.2292,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,7.2500,0.8299,0.8299,3.1448,0.0053,509.7232,12.6646,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,7.7500,0.8181,0.8181,3.1448,0.0015,479.9547,8.6846,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,8.2500,0.8064,0.8064,3.1448,0.0112,448.8594,16.5105,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,8.7500,0.7947,0.7947,3.1448,0.0461,412.5384,31.3203,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,9.2500,0.7829,0.7829,3.1448,0.1049,372.0565,56.6829,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,9.7500,0.7712,0.7712,3.1448,0.1699,332.9412,68.3143,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,10.2500,0.7595,0.7595,3.1448,0.3613,259.3696,106.4326,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,10.7500,0.7477,0.7477,3.1448,0.6316,169.6895,87.0889,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,11.2500,0.7360,0.7360,3.1448,0.8395,104.1346,43.3968,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,11.7500,0.7243,0.7243,3.1448,0.9209,77.7680,25.6746,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,12.2500,0.7125,0.7125,3.1448,0.9554,65.6097,18.9837,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,12.7500,0.7008,0.7008,3.1448,0.9935,53.4325,10.1904,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,13.2500,0.6891,0.6891,3.1448,0.9988,50.1313,7.3001,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,13.7500,0.6773,0.6773,3.1448,0.9991,48.2530,6.9495,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,14.2500,0.6656,0.6656,3.1448,0.9990,46.5977,7.2049,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,14.7500,0.6539,0.6539,3.1448,0.9990,45.0320,6.6557,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,15.2500,0.6422,0.6422,3.1448,0.9992,43.5228,5.6760,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,15.7500,0.6304,0.6304,3.1448,0.9993,42.1453,5.4132,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,16.2500,0.6187,0.6187,3.1448,0.9994,40.8390,4.6853,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,16.7500,0.6070,0.6070,3.1448,0.9994,39.6201,4.4062,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,17.2500,0.5952,0.5952,3.1448,0.9996,38.4544,3.8587,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,17.7500,0.5835,0.5835,3.1448,0.9997,37.3591,3.6032,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,18.2500,0.5718,0.5718,3.1448,0.9997,36.3442,3.5751,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,18.7500,0.5600,0.5600,3.1448,0.9997,35.3774,3.3095,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,19.2500,0.5483,0.5483,3.1448,0.9997,34.4617,3.1075,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,19.7500,0.5366,0.5366,3.1448,0.9997,33.5895,2.8048,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,20.2500,0.5248,0.5248,3.1448,0.9997,32.7654,2.7439,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,20.7500,0.5131,0.5131,3.1448,0.9997,31.9839,2.7160,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,21.2500,0.5014,0.5014,3.1448,0.9998,31.2285,2.3049,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,21.7500,0.4896,0.4896,3.1448,0.9998,30.5166,2.4694,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,22.2500,0.4779,0.4779,3.1448,0.9998,29.8315,2.2792,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,22.7500,0.4662,0.4662,3.1448,0.9998,29.1759,2.0536,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,23.2500,0.4544,0.4544,3.1448,0.9998,28.5557,2.1532,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,23.7500,0.4427,0.4427,3.1448,0.9998,27.9565,2.0181,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,24.2500,0.4310,0.4310,3.1448,0.9994,27.4348,1.9072,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,24.7500,0.4192,0.4192,3.1448,0.9974,27.1416,2.1729,1826
Exp_phis50_i3cm,0.5000,i3cm,0.1750,25.2500,0.4075,0.4075,3.1448,0.9742,29.6335,7.9599,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,25.7500,0.3958,0.3958,3.1448,0.8952,38.9573,23.9555,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,26.2500,0.3840,0.3840,3.1448,0.8782,40.3144,26.9030,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,26.7500,0.3723,0.3723,3.1448,0.8786,39.5156,26.5509,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,27.2500,0.3606,0.3606,3.1448,0.9053,35.6320,22.3542,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,27.7500,0.3488,0.3488,3.1448,0.9688,27.6067,9.6237,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,28.2500,0.3371,0.3371,3.1448,0.9936,24.2616,4.5992,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,28.7500,0.3254,0.3254,3.1448,0.9881,24.4584,5.3139,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,29.2500,0.3136,0.3136,3.1448,0.9829,24.6429,6.3557,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,29.7500,0.3019,0.3019,3.1448,0.9846,24.0454,6.8307,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,30.2500,0.2902,0.2902,3.1448,0.9963,22.3803,4.3891,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,30.7500,0.2784,0.2784,3.1448,0.9993,21.7034,4.0797,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,31.2500,0.2667,0.2667,3.1448,0.9993,21.3556,3.9838,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,31.7500,0.2550,0.2550,3.1448,0.9992,21.0202,3.5572,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,32.2500,0.2432,0.2432,3.1448,0.9875,21.8817,4.8742,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,32.7500,0.2315,0.2315,3.1448,0.9804,22.2510,6.1974,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,33.2500,0.2198,0.2198,3.1448,0.9913,20.8425,4.2512,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,33.7500,0.2080,0.2080,3.1448,0.9938,20.2966,4.0356,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,34.2500,0.1963,0.1963,3.1448,0.9963,19.7625,3.9402,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,34.7500,0.1846,0.1846,3.1448,0.9972,19.4015,4.1178,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,35.2500,0.1728,0.1728,3.1448,0.9977,19.0726,4.3678,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,35.7500,0.1611,0.1611,3.1448,0.9972,18.8547,4.1452,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,36.2500,0.1494,0.1494,3.1448,0.9974,18.5735,3.9220,1827
Exp_phis50_i3cm,0.5000,i3cm,0.1750,36.7500,0.1376,0.1376,3.1448,0.9906,18.9522,5.8283,1828
Exp_phis50_i3cm,0.5000,i3cm,0.1750,37.2500,0.1259,0.1259,3.1448,0.9821,19.5663,9.1631,1831
Exp_phis50_i3cm,0.5000,i3cm,0.1750,37.7500,0.1142,0.1142,3.1448,0.9700,20.3163,10.9994,1831
Exp_phis50_i3cm,0.5000,i3cm,0.1750,38.2500,0.1024,0.1024,3.1448,0.9548,21.3798,13.1756,1832
Exp_phis50_i3cm,0.5000,i3cm,0.1750,38.7500,0.0907,0.0907,3.1448,0.9429,22.1035,13.2628,1832
Exp_phis50_i3cm,0.5000,i3cm,0.1750,39.2500,0.0790,0.0790,3.1448,0.9270,23.1338,12.5330,1832
Exp_phis50_i3cm,0.5000,i3cm,0.1750,39.7500,0.0672,0.0672,3.1448,0.8956,25.4894,13.9493,1833
Exp_phis50_i3cm,0.5000,i3cm,0.1750,40.2500,0.0555,0.0555,3.1448,0.8713,27.1874,15.5072,1833
Exp_phis50_i3cm,0.5000,i3cm,0.1750,40.7500,0.0438,0.0438,3.1448,0.9086,23.8972,11.9008,1833
Exp_phis50_i3cm,0.5000,i3cm,0.1750,41.2500,0.0320,0.0320,3.1448,0.9644,19.2313,11.3445,1832
Exp_phis50_i3cm,0.5000,i3cm,0.1750,41.7500,0.0203,0.0203,3.1448,0.9799,17.7625,10.4347,1832
Exp_phis50_i3cm,0.5000,i3cm,0.1750,42.2500,0.0086,0.0086,3.1448,0.9245,21.8088,14.2489,1830
Exp_phis50_i3cm,0.5000,i3cm,0.2250,0.2500,0.9941,0.9941,2.9176,0.0046,5823.0523,253.3640,1551
Exp_phis50_i3cm,0.5000,i3cm,0.2250,0.7500,0.9824,0.9824,2.9176,0.0122,3312.9800,185.8740,1551
Exp_phis50_i3cm,0.5000,i3cm,0.2250,1.2500,0.9707,0.9707,2.9176,0.0327,2281.7834,240.6934,1549
Exp_phis50_i3cm,0.5000,i3cm,0.2250,1.7500,0.9589,0.9589,2.9176,0.0284,1759.9866,137.3948,1548
Exp_phis50_i3cm,0.5000,i3cm,0.2250,2.2500,0.9472,0.9472,2.9176,0.0163,1443.0257,57.6151,1548
Exp_phis50_i3cm,0.5000,i3cm,0.2250,2.7500,0.9355,0.9355,2.9176,0.0108,1219.9353,41.9307,1548
Exp_phis50_i3cm,0.5000,i3cm,0.2250,3.2500,0.9237,0.9237,2.9176,0.0207,1046.4296,49.1804,1550
Exp_phis50_i3cm,0.5000,i3cm,0.2250,3.7500,0.9120,0.9120,2.9176,0.0195,921.0591,40.3268,1548
Exp_phis50_i3cm,0.5000,i3cm,0.2250,4.2500,0.9003,0.9003,2.9176,0.0178,823.3388,32.0633,1548
Exp_phis50_i3cm,0.5000,i3cm,0.2250,4.7500,0.8885,0.8885,2.9176,0.0088,748.8986,17.5561,1548
Exp_phis50_i3cm,0.5000,i3cm,0.2250,5.2500,0.8768,0.8768,2.9176,0.0037,685.5958,14.1276,1547
Exp_phis50_i3cm,0.5000,i3cm,0.2250,5.7500,0.8651,0.8651,2.9176,0.0069,628.4354,18.6460,1548
Exp_phis50_i3cm,0.5000,i3cm,0.2250,6.2500,0.8533,0.8533,2.9176,0.0186,575.9464,32.7610,1548
Exp_phis50_i3cm,0.5000,i3cm,0.2250,6.7500,0.8416,0.8416,2.9176,0.0313,530.2289,25.7253,1549
Exp_phis50_i3cm,0.5000,i3cm,0.2250,7.2500,0.8299,0.8299,2.9176,0.0116,503.5717,14.9272,1549
Exp_phis50_i3cm,0.5000,i3cm,0.2250,7.7500,0.8181,0.8181,2.9176,0.0013,476.8021,12.1971,1550
Exp_phis50_i3cm,0.5000,i3cm,0.2250,8.2500,0.8064,0.8064,2.9176,0.0222,441.9826,22.3420,1551
Exp_phis50_i3cm,0.5000,i3cm,0.2250,8.7500,0.7947,0.7947,2.9176,0.0647,403.5944,39.8452,1551
Exp_phis50_i3cm,0.5000,i3cm,0.2250,9.2500,0.7829,0.7829,2.9176,0.1093,368.3273,56.6340,1551
Exp_phis50_i3cm,0.5000,i3cm,0.2250,9.7500,0.7712,0.7712,2.9176,0.0659,363.3812,42.1403,1551
Exp_phis50_i3cm,0.5000,i3cm,0.2250,10.2500,0.7595,0.7595,2.9176,0.0876,339.8766,48.3616,1551
Exp_phis50_i3cm,0.5000,i3cm,0.2250,10.7500,0.7477,0.7477,2.9176,0.2894,267.6310,73.3112,1552
Exp_phis50_i3cm,0.5000,i3cm,0.2250,11.2500,0.7360,0.7360,2.9176,0.6763,149.4332,79.9420,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,11.7500,0.7243,0.7243,2.9176,0.8631,93.2951,60.4641,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,12.2500,0.7125,0.7125,2.9176,0.9231,73.9246,40.2893,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,12.7500,0.7008,0.7008,2.9176,0.9656,60.3391,25.2753,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,13.2500,0.6891,0.6891,2.9176,0.9900,52.1239,19.6300,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,13.7500,0.6773,0.6773,2.9176,0.9954,48.9861,17.9565,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,14.2500,0.6656,0.6656,2.9176,0.9954,47.2637,17.1887,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,14.7500,0.6539,0.6539,2.9176,0.9956,45.6444,16.4819,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,15.2500,0.6422,0.6422,2.9176,0.9957,44.1472,15.9567,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,15.7500,0.6304,0.6304,2.9176,0.9959,42.6965,14.8090,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,16.2500,0.6187,0.6187,2.9176,0.9963,41.3246,13.6574,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,16.7500,0.6070,0.6070,2.9176,0.9963,40.1047,13.3670,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,17.2500,0.5952,0.5952,2.9176,0.9963,38.9351,12.8502,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,17.7500,0.5835,0.5835,2.9176,0.9964,37.8391,12.4255,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,18.2500,0.5718,0.5718,2.9176,0.9964,36.7956,11.9418,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,18.7500,0.5600,0.5600,2.9176,0.9967,35.7682,10.9924,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,19.2500,0.5483,0.5483,2.9176,0.9969,34.8104,10.1976,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,19.7500,0.5366,0.5366,2.9176,0.9970,33.9192,9.8262,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,20.2500,0.5248,0.5248,2.9176,0.9970,33.0754,9.4999,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,20.7500,0.5131,0.5131,2.9176,0.9972,32.2499,8.6214,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,21.2500,0.5014,0.5014,2.9176,0.9973,31.4722,8.0390,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,21.7500,0.4896,0.4896,2.9176,0.9975,30.7260,7.4104,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,22.2500,0.4779,0.4779,2.9176,0.9976,30.0252,6.9719,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,22.7500,0.4662,0.4662,2.9176,0.9976,29.3604,6.3138,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,23.2500,0.4544,0.4544,2.9176,0.9977,28.7165,5.8476,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,23.7500,0.4427,0.4427,2.9176,0.9980,28.0770,5.3442,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,24.2500,0.4310,0.4310,2.9176,0.9982,27.4616,4.8500,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,24.7500,0.4192,0.4192,2.9176,0.9983,26.8976,4.6153,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,25.2500,0.4075,0.4075,2.9176,0.9981,26.3949,4.3131,1554
Exp_phis50_i3cm,0.5000,i3cm,0.2250,25.7500,0.3958,0.3958,2.9176,0.9948,26.3373,7.5373,1555
Exp_phis50_i3cm,0.5000,i3cm,0.2250,26.2500,0.3840,0.3840,2.9176,0.9933,26.0803,9.3826,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,26.7500,0.3723,0.3723,2.9176,0.9737,27.9604,9.8223,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,27.2500,0.3606,0.3606,2.9176,0.9653,28.3766,8.3616,1555
Exp_phis50_i3cm,0.5000,i3cm,0.2250,27.7500,0.3488,0.3488,2.9176,0.9915,24.8865,7.9184,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,28.2500,0.3371,0.3371,2.9176,0.9963,23.8961,7.5413,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,28.7500,0.3254,0.3254,2.9176,0.9967,23.4387,7.3833,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,29.2500,0.3136,0.3136,2.9176,0.9977,22.9265,7.1952,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,29.7500,0.3019,0.3019,2.9176,0.9977,22.5531,7.1455,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,30.2500,0.2902,0.2902,2.9176,0.9978,22.1683,6.9417,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,30.7500,0.2784,0.2784,2.9176,0.9977,21.8127,6.8488,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,31.2500,0.2667,0.2667,2.9176,0.9976,21.4745,6.7783,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,31.7500,0.2550,0.2550,2.9176,0.9977,21.1302,6.3602,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,32.2500,0.2432,0.2432,2.9176,0.9971,20.8685,6.6161,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,32.7500,0.2315,0.2315,2.9176,0.9960,20.6519,6.7042,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,33.2500,0.2198,0.2198,2.9176,0.9939,20.5440,6.1909,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,33.7500,0.2080,0.2080,2.9176,0.9736,22.1984,7.8442,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,34.2500,0.1963,0.1963,2.9176,0.9506,24.0019,10.4467,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,34.7500,0.1846,0.1846,2.9176,0.9414,24.4809,12.0670,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,35.2500,0.1728,0.1728,2.9176,0.9577,22.6131,12.1681,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,35.7500,0.1611,0.1611,2.9176,0.9880,19.6152,6.5814,1556
Exp_phis50_i3cm,0.5000,i3cm,0.2250,36.2500,0.1494,0.1494,2.9176,0.9940,18.8766,7.3283,1557
Exp_phis50_i3cm,0.5000,i3cm,0.2250,36.7500,0.1376,0.1376,2.9176,0.9955,18.4907,7.1858,1557
Exp_phis50_i3cm,0.5000,i3cm,0.2250,37.2500,0.1259,0.1259,2.9176,0.9820,19.3889,7.1876,1557
Exp_phis50_i3cm,0.5000,i3cm,0.2250,37.7500,0.1142,0.1142,2.9176,0.9157,24.7978,13.9350,1559
Exp_phis50_i3cm,0.5000,i3cm,0.2250,38.2500,0.1024,0.1024,2.9176,0.8969,26.0400,15.5533,1559
Exp_phis50_i3cm,0.5000,i3cm,0.2250,38.7500,0.0907,0.0907,2.9176,0.8968,25.7188,13.6467,1559
Exp_phis50_i3cm,0.5000,i3cm,0.2250,39.2500,0.0790,0.0790,2.9176,0.9089,24.3956,14.1833,1559
Exp_phis50_i3cm,0.5000,i3cm,0.2250,39.7500,0.0672,0.0672,2.9176,0.9501,20.8159,10.5578,1559
