Experimento,phi_s0,Pendiente,s_hat,prof_mm,z_tilde,eta,theta_deg,phi_s,Pe,Pe_std,n_muestras
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,4.2500,0.9335,0.9335,13.0486,0.6304,391.8211,322.3251,747
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,4.7500,0.9256,0.9256,13.0486,0.6445,354.0982,313.1999,757
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,5.2500,0.9178,0.9178,13.0486,0.6802,289.7736,250.4432,739
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,5.7500,0.9100,0.9100,13.0486,0.7055,253.4836,222.5534,738
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,6.2500,0.9022,0.9022,13.0486,0.7450,215.6358,185.4807,738
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,6.7500,0.8943,0.8943,13.0486,0.7810,185.0887,163.3908,738
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,7.2500,0.8865,0.8865,13.0486,0.8459,147.1374,115.1367,738
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,7.7500,0.8787,0.8787,13.0486,0.9034,115.7586,75.1275,739
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,8.2500,0.8709,0.8709,13.0486,0.9330,97.5865,49.0440,738
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,8.7500,0.8630,0.8630,13.0486,0.9458,88.2739,49.9077,740
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,9.2500,0.8552,0.8552,13.0486,0.9632,77.9462,48.0687,740
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,9.7500,0.8474,0.8474,13.0486,0.9771,69.9747,34.3641,741
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,10.2500,0.8395,0.8395,13.0486,0.9756,66.9350,33.0078,741
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,10.7500,0.8317,0.8317,13.0486,0.9637,67.1464,37.5095,742
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,11.2500,0.8239,0.8239,13.0486,0.9597,65.2961,38.4573,743
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,11.7500,0.8161,0.8161,13.0486,0.9695,60.2756,33.3202,744
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,12.2500,0.8082,0.8082,13.0486,0.9797,55.6988,33.4286,746
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,12.7500,0.8004,0.8004,13.0486,0.9828,53.1149,33.0549,748
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,13.2500,0.7926,0.7926,13.0486,0.9854,50.4078,29.4454,747
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,13.7500,0.7848,0.7848,13.0486,0.9874,48.3896,28.2397,749
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,14.2500,0.7769,0.7769,13.0486,0.9829,48.4337,36.6947,753
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,14.7500,0.7691,0.7691,13.0486,0.9807,47.5375,37.0746,755
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,15.2500,0.7613,0.7613,13.0486,0.9796,46.4521,37.1696,757
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,15.7500,0.7534,0.7534,13.0486,0.9786,45.0326,34.1292,758
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,16.2500,0.7456,0.7456,13.0486,0.9205,54.0623,34.1754,759
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,16.7500,0.7378,0.7378,13.0486,0.9435,48.6426,32.5842,759
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,17.2500,0.7300,0.7300,13.0486,0.8982,54.5254,31.4857,759
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,17.7500,0.7221,0.7221,13.0486,0.7827,71.2584,37.8053,759
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,18.2500,0.7143,0.7143,13.0486,0.8057,65.7551,33.8466,759
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,18.7500,0.7065,0.7065,13.0486,0.8797,52.9740,28.6483,760
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,19.2500,0.6987,0.6987,13.0486,0.9763,37.3955,26.9560,761
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,19.7500,0.6908,0.6908,13.0486,0.9855,34.8496,23.1992,760
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,20.2500,0.6830,0.6830,13.0486,0.9844,34.3481,24.2156,761
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,20.7500,0.6752,0.6752,13.0486,0.9760,34.8219,25.1623,762
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,21.2500,0.6673,0.6673,13.0486,0.9244,40.9637,24.2280,763
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,21.7500,0.6595,0.6595,13.0486,0.9435,37.4448,22.2153,763
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,22.2500,0.6517,0.6517,13.0486,0.9784,32.6253,26.5145,766
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,22.7500,0.6439,0.6439,13.0486,0.9670,33.9755,30.4840,769
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,23.2500,0.6360,0.6360,13.0486,0.9255,38.7065,35.6841,769
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,23.7500,0.6282,0.6282,13.0486,0.9118,39.5670,37.6886,768
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,24.2500,0.6204,0.6204,13.0486,0.9145,38.5891,36.5303,769
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,24.7500,0.6126,0.6126,13.0486,0.9385,34.8737,31.1522,770
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,25.2500,0.6047,0.6047,13.0486,0.9659,30.9132,27.8602,771
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,25.7500,0.5969,0.5969,13.0486,0.9583,30.9474,25.6427,771
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,26.2500,0.5891,0.5891,13.0486,0.8799,39.0968,25.3172,773
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,26.7500,0.5812,0.5812,13.0486,0.7563,51.4701,26.5998,773
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,27.2500,0.5734,0.5734,13.0486,0.7846,47.8437,25.6230,776
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,27.7500,0.5656,0.5656,13.0486,0.8760,37.5462,23.2496,776
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,28.2500,0.5578,0.5578,13.0486,0.8620,38.5439,23.2045,777
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,28.7500,0.5499,0.5499,13.0486,0.8067,43.3279,22.0976,777
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,29.2500,0.5421,0.5421,13.0486,0.8389,39.3604,19.3229,779
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,29.7500,0.5343,0.5343,13.0486,0.9351,29.8667,23.8620,782
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,30.2500,0.5265,0.5265,13.0486,0.9696,26.1992,23.4746,785
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,30.7500,0.5186,0.5186,13.0486,0.9746,25.4917,23.4966,788
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,31.2500,0.5108,0.5108,13.0486,0.9745,25.1453,23.1103,789
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,31.7500,0.5030,0.5030,13.0486,0.9737,24.6678,21.6058,788
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,32.2500,0.4951,0.4951,13.0486,0.9453,27.1470,21.6125,790
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,32.7500,0.4873,0.4873,13.0486,0.9064,30.7609,25.8924,794
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,33.2500,0.4795,0.4795,13.0486,0.9069,30.1840,25.2476,793
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,33.7500,0.4717,0.4717,13.0486,0.9395,26.7332,22.6660,792
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,34.2500,0.4638,0.4638,13.0486,0.9700,23.7210,21.5898,797
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,34.7500,0.4560,0.4560,13.0486,0.9758,22.6600,19.9244,797
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,35.2500,0.4482,0.4482,13.0486,0.9785,22.0350,19.0210,797
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,35.7500,0.4404,0.4404,13.0486,0.9767,22.1872,20.3052,800
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,36.2500,0.4325,0.4325,13.0486,0.9776,21.7735,19.7234,801
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,36.7500,0.4247,0.4247,13.0486,0.9747,22.1488,21.9384,805
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,37.2500,0.4169,0.4169,13.0486,0.9762,21.5863,20.7272,804
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,37.7500,0.4090,0.4090,13.0486,0.9732,21.8891,22.2209,805
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,38.2500,0.4012,0.4012,13.0486,0.9753,21.2148,20.8289,804
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,38.7500,0.3934,0.3934,13.0486,0.9717,21.8337,21.9053,766
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,39.2500,0.3856,0.3856,13.0486,0.9683,22.2159,23.9144,763
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,39.7500,0.3777,0.3777,13.0486,0.9421,28.4002,29.2273,364
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,40.2500,0.3699,0.3699,13.0486,0.9397,28.7453,29.3797,354
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,40.7500,0.3621,0.3621,13.0486,0.9334,29.6914,30.5832,337
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,41.2500,0.3543,0.3543,13.0486,0.9227,31.3867,32.7118,326
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,41.7500,0.3464,0.3464,13.0486,0.9260,30.9973,29.8854,296
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,42.2500,0.3386,0.3386,13.0486,0.9240,31.1446,29.2952,279
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,42.7500,0.3308,0.3308,13.0486,0.9188,31.8659,29.5129,282
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,43.2500,0.3229,0.3229,13.0486,0.9192,31.5632,28.9813,279
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,43.7500,0.3151,0.3151,13.0486,0.9152,32.3823,28.6419,251
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,44.2500,0.3073,0.3073,13.0486,0.8694,41.5073,31.5493,165
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,44.7500,0.2995,0.2995,13.0486,0.8096,52.9850,29.3383,114
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,45.2500,0.2916,0.2916,13.0486,0.8147,52.3027,26.6762,108
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,45.7500,0.2838,0.2838,13.0486,0.8024,54.0937,29.9460,106
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,46.2500,0.2760,0.2760,13.0486,0.7996,54.0548,29.5700,105
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,46.7500,0.2682,0.2682,13.0486,0.8061,52.5333,27.9790,105
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,47.2500,0.2603,0.2603,13.0486,0.8089,51.8923,28.8650,108
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,47.7500,0.2525,0.2525,13.0486,0.7892,54.4574,31.6257,109
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,48.2500,0.2447,0.2447,13.0486,0.7915,54.1264,32.6693,120
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,48.7500,0.2368,0.2368,13.0486,0.7378,61.7865,40.2953,150
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,49.2500,0.2290,0.2290,13.0486,0.6444,74.2316,49.1177,162
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5250,49.7500,0.2212,0.2212,13.0486,0.5782,82.6498,54.8530,171
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,0.2500,0.9961,0.9961,9.1961,0.1507,8058.4174,4018.4618,1512
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,0.7500,0.9883,0.9883,9.1961,0.0768,4799.8807,2174.6280,1486
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,1.2500,0.9804,0.9804,9.1961,0.1099,2007.2167,661.6449,774
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,1.7500,0.9726,0.9726,9.1961,0.1191,1489.4513,434.4409,757
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,2.2500,0.9648,0.9648,9.1961,0.1188,1212.0413,361.5298,758
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,2.7500,0.9570,0.9570,9.1961,0.1214,1019.0061,306.1600,759
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,3.2500,0.9491,0.9491,9.1961,0.1869,832.8721,253.8549,757
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,3.7500,0.9413,0.9413,9.1961,0.5434,493.1822,307.0151,757
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,4.2500,0.9335,0.9335,9.1961,0.6243,400.7807,339.2887,773
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,4.7500,0.9256,0.9256,9.1961,0.6136,363.1438,290.6714,772
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,5.2500,0.9178,0.9178,9.1961,0.6294,320.9900,266.5546,769
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,5.7500,0.9100,0.9100,9.1961,0.6563,278.3904,229.4233,763
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,6.2500,0.9022,0.9022,9.1961,0.7076,233.1275,186.4175,762
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,6.7500,0.8943,0.8943,9.1961,0.7821,184.4135,152.9218,762
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,7.2500,0.8865,0.8865,9.1961,0.8215,156.6797,123.6206,766
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,7.7500,0.8787,0.8787,9.1961,0.8469,136.9489,93.6527,766
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,8.2500,0.8709,0.8709,9.1961,0.8276,132.9736,51.0964,766
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,8.7500,0.8630,0.8630,9.1961,0.7836,138.3030,54.7990,767
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,9.2500,0.8552,0.8552,9.1961,0.9506,81.0184,37.9743,766
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,9.7500,0.8474,0.8474,9.1961,0.9753,69.5656,29.7533,768
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,10.2500,0.8395,0.8395,9.1961,0.9861,63.2583,27.2551,768
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,10.7500,0.8317,0.8317,9.1961,0.9741,63.4417,30.2751,769
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,11.2500,0.8239,0.8239,9.1961,0.9608,64.0089,35.1201,770
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,11.7500,0.8161,0.8161,9.1961,0.9577,62.0510,32.7980,770
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,12.2500,0.8082,0.8082,9.1961,0.9560,60.3577,38.7846,772
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,12.7500,0.8004,0.8004,9.1961,0.9655,55.6982,29.7744,771
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,13.2500,0.7926,0.7926,9.1961,0.9823,50.2028,23.3243,771
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,13.7500,0.7848,0.7848,9.1961,0.9895,46.9997,22.0197,771
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,14.2500,0.7769,0.7769,9.1961,0.9858,46.6854,29.7588,774
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,14.7500,0.7691,0.7691,9.1961,0.9847,45.2919,27.8644,774
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,15.2500,0.7613,0.7613,9.1961,0.9847,43.9794,28.2254,775
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,15.7500,0.7534,0.7534,9.1961,0.8859,60.5555,32.1048,777
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,16.2500,0.7456,0.7456,9.1961,0.7879,75.5424,39.9246,777
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,16.7500,0.7378,0.7378,9.1961,0.7305,82.8165,44.2576,776
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,17.2500,0.7300,0.7300,9.1961,0.6843,88.4189,52.7834,780
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,17.7500,0.7221,0.7221,9.1961,0.7570,75.0125,44.0467,783
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,18.2500,0.7143,0.7143,9.1961,0.9721,39.7526,30.6240,782
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,18.7500,0.7065,0.7065,9.1961,0.9821,37.3149,29.9187,784
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,19.2500,0.6987,0.6987,9.1961,0.9794,37.2761,33.7317,787
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,19.7500,0.6908,0.6908,9.1961,0.9777,36.7604,33.8181,789
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,20.2500,0.6830,0.6830,9.1961,0.9773,35.9420,32.2710,790
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,20.7500,0.6752,0.6752,9.1961,0.9768,35.0193,29.7564,790
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,21.2500,0.6673,0.6673,9.1961,0.8793,47.1657,29.0205,791
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,21.7500,0.6595,0.6595,9.1961,0.8826,45.6237,27.7913,791
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,22.2500,0.6517,0.6517,9.1961,0.9612,34.4938,25.1166,790
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,22.7500,0.6439,0.6439,9.1961,0.9789,31.5467,24.7582,790
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,23.2500,0.6360,0.6360,9.1961,0.9563,34.2415,29.8500,793
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,23.7500,0.6282,0.6282,9.1961,0.9411,35.6376,31.7754,794
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,24.2500,0.6204,0.6204,9.1961,0.9407,35.0342,29.7921,796
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,24.7500,0.6126,0.6126,9.1961,0.9577,32.2279,26.6670,797
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,25.2500,0.6047,0.6047,9.1961,0.9743,29.6037,26.3862,797
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,25.7500,0.5969,0.5969,9.1961,0.9741,29.3070,26.8867,800
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,26.2500,0.5891,0.5891,9.1961,0.9727,28.9395,25.3348,801
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,26.7500,0.5812,0.5812,9.1961,0.9080,35.3498,23.9973,802
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,27.2500,0.5734,0.5734,9.1961,0.8571,40.1896,25.6267,804
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,27.7500,0.5656,0.5656,9.1961,0.8982,35.4179,25.3892,805
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,28.2500,0.5578,0.5578,9.1961,0.9365,31.1619,25.7741,806
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,28.7500,0.5499,0.5499,9.1961,0.9394,30.3546,24.4860,807
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,29.2500,0.5421,0.5421,9.1961,0.9457,29.1141,23.3327,807
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,29.7500,0.5343,0.5343,9.1961,0.9618,27.2536,24.0110,811
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,30.2500,0.5265,0.5265,9.1961,0.9731,25.5465,22.5099,811
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,30.7500,0.5186,0.5186,9.1961,0.9768,24.8675,22.1047,814
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,31.2500,0.5108,0.5108,9.1961,0.9774,24.4179,21.3184,815
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,31.7500,0.5030,0.5030,9.1961,0.9756,24.0913,20.5373,814
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,32.2500,0.4951,0.4951,9.1961,0.9522,26.5235,24.1342,819
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,32.7500,0.4873,0.4873,9.1961,0.8988,31.5643,28.1217,822
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,33.2500,0.4795,0.4795,9.1961,0.8796,32.9212,29.4919,823
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,33.7500,0.4717,0.4717,9.1961,0.9162,29.1615,25.8137,826
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,34.2500,0.4638,0.4638,9.1961,0.9702,23.5845,22.9828,825
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,34.7500,0.4560,0.4560,9.1961,0.9725,23.1941,22.5140,828
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,35.2500,0.4482,0.4482,9.1961,0.9752,22.4466,20.9384,828
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,35.7500,0.4404,0.4404,9.1961,0.9758,22.0895,20.3628,828
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,36.2500,0.4325,0.4325,9.1961,0.9768,21.6254,19.3340,828
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,36.7500,0.4247,0.4247,9.1961,0.9765,21.3735,18.9484,828
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,37.2500,0.4169,0.4169,9.1961,0.9766,21.1843,19.3020,825
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,37.7500,0.4090,0.4090,9.1961,0.9757,21.2273,19.5315,784
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,38.2500,0.4012,0.4012,9.1961,0.9764,20.9318,18.6935,762
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,38.7500,0.3934,0.3934,9.1961,0.9770,20.6744,17.4918,752
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,39.2500,0.3856,0.3856,9.1961,0.9769,20.4780,16.6067,745
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,39.7500,0.3777,0.3777,9.1961,0.9540,25.9962,21.1823,356
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,40.2500,0.3699,0.3699,9.1961,0.9537,25.7581,21.8113,357
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,40.7500,0.3621,0.3621,9.1961,0.9506,26.1883,22.4426,340
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,41.2500,0.3543,0.3543,9.1961,0.9497,26.1524,22.7848,341
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,41.7500,0.3464,0.3464,9.1961,0.9494,25.8021,22.2165,339
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,42.2500,0.3386,0.3386,9.1961,0.9482,25.9184,22.2537,324
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,42.7500,0.3308,0.3308,9.1961,0.9390,27.2813,26.3568,325
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,43.2500,0.3229,0.3229,9.1961,0.9406,26.7892,24.5470,325
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,43.7500,0.3151,0.3151,9.1961,0.9206,29.8519,30.1805,290
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,44.2500,0.3073,0.3073,9.1961,0.9055,32.4877,32.7668,242
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,44.7500,0.2995,0.2995,9.1961,0.7885,54.0969,38.1947,106
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,45.2500,0.2916,0.2916,9.1961,0.7834,54.2475,38.3877,106
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,45.7500,0.2838,0.2838,9.1961,0.7758,55.3365,38.0493,102
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,46.2500,0.2760,0.2760,9.1961,0.7599,57.9451,38.0029,94
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,46.7500,0.2682,0.2682,9.1961,0.7662,56.6435,37.7097,92
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,47.2500,0.2603,0.2603,9.1961,0.7723,55.2318,35.6009,94
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,47.7500,0.2525,0.2525,9.1961,0.7849,52.9804,30.1638,94
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,48.2500,0.2447,0.2447,9.1961,0.7448,57.4973,35.9713,100
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,48.7500,0.2368,0.2368,9.1961,0.7438,58.4185,38.8912,116
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,49.2500,0.2290,0.2290,9.1961,0.7520,57.9365,40.0488,147
Exp_phis70_i4cm_v2,0.7000,i4cm,0.5750,49.7500,0.2212,0.2212,9.1961,0.6551,70.9376,46.1239,163
Exp_phis70_i4cm_v2,0.7000,i4cm,0.6250,0.2500,0.9961,0.9961,8.5821,0.1783,8018.6485,4021.5801,1517
Exp_phis70_i4cm_v2,0.7000,i4cm,0.6250,0.7500,0.9883,0.9883,8.5821,0.0743,4806.4797,2135.9578,1512
Exp_phis70_i4cm_v2,0.7000,i4cm,0.6250,1.2500,0.9804,0.9804,8.5821,0.0871,2073.1652,610.1601,783
Exp_phis70_i4cm_v2,0.7000,i4cm,0.6250,1.7500,0.9726,0.9726,8.5821,0.1156,1502.1791,397.6250,765
Exp_phis70_i4cm_v2,0.7000,i4cm,0.6250,2.2500,0.9648,0.9648,8.5821,0.1206,1213.8528,333.0266,770
Exp_phis70_i4cm_v2,0.7000,i4cm,0.6250,2.7500,0.9570,0.9570,8.5821,0.1157,1027.2087,272.5794,772
Exp_phis70_i4cm_v2,0.7000,i4cm,0.6250,3.2500,0.9491,0.9491,8.5821,0.1589,857.3243,242.4751,771
Exp_phis70_i4cm_v2,0.7000,i4cm,0.6250,3.7500,0.9413,0.9413,8.5821,0.5151,517.7729,311.7108,770
Exp_phis70_i4cm_v2,0.7000,i4cm,0.6250,4.2500,0.9335,0.9335,8.5821,0.6112,404.5673,308.0140,772
Exp_phis70_i4cm_v2,0.7000,i4cm,0.6250,4.7500,0.9256,0.9256,8.5821,0.6230,368.1221,314.2182,792
Exp_phis70_i4cm_v2,0.7000,i4cm,0.6250,5.2500,0.9178,0.9178,8.5821,0.6215,329.8708,272.8178,784
Exp_phis70_i4cm_v2,0.7000,i4cm,0.6250,5.7500,0.9100,0.9100,8.5821,0.6521,282.9830,219.8613,776
